,Strike,Last Price,Volume,Symbol,Volume_Ratio,Type,Margin,Option_Expiration_Date,Current Price,Percentage,Prob
56,87.0,0.24,2765,MRK,11.234567901234568,call,0.01820727928650552,"August 28, 2020",85.68000030517578,0.0030437872298733266,0.6111172505249198
57,88.0,0.09,2592,MRK,10.531645569620252,call,0.028127914171805136,"August 28, 2020",85.68000030517578,0.0030437872298733266,0.21483036799646368
58,86.0,1.0,189,MRK,11.117647058823529,put,-0.015406158848303363,"August 28, 2020",85.68000030517578,0.0030437872298733266,0.1740523814786164
59,217.5,1.82,36606,MSFT,10.557766747119631,call,0.01316579093280984,"August 28, 2020",216.47000122070312,0.013009505455113143,0.9662183563579662
60,210.0,0.47,4956,MSFT,9.68167797655768,put,0.027717472106381116,"August 28, 2020",216.47000122070312,0.013009505455113143,0.03378164364203397
61,17.0,1.45,145756,NIO,10.382372225019306,call,0.034192816266519,"August 28, 2020",17.84000015258789,0.19171677705997928,0.9677931337151029
62,16.0,0.28,25119,NIO,7.732457914826998,put,0.08744395399355392,"August 28, 2020",17.84000015258789,0.19171677705997928,0.03220686628489705
63,112.0,0.78,810,NKE,15.760368663594472,call,0.011389093708544556,"August 28, 2020",111.51000213623047,-0.0028614670819058353,0.7638737758433078
64,111.0,0.9,217,NKE,8.098792535675083,put,-0.0034974249511095464,"August 28, 2020",111.51000213623047,-0.0028614670819058353,0.23612622415669204
65,470.0,44.1,305,NTES,13.22704081632653,call,-0.00011664296651573207,"August 28, 2020",514.1599731445312,0.043153590343750665,0.9945100648810514
66,457.5,0.45,165,NTES,15.547112462006078,put,0.10932389933187298,"August 28, 2020",514.1599731445312,0.043153590343750665,0.0054899351189485945
67,120.0,3.13,1483,NVAX,13.100961071740606,call,0.08858632601520317,"August 28, 2020",113.11000061035156,-0.05156799756539026,0.7218340577400066
68,100.0,1.97,908,NVAX,10.280797101449275,put,0.09848820219467008,"August 28, 2020",113.11000061035156,-0.05156799756539026,0.2781659422599933
69,56.0,0.51,1579,ORCL,6.373639873639874,call,0.007487963028517292,"August 28, 2020",56.09000015258789,0.00142831909637373,0.8573390539662937
70,56.5,0.67,200,ORCL,7.578253706754531,put,-0.019254766348262883,"August 28, 2020",56.09000015258789,0.00142831909637373,0.14266094603370633
71,90.0,1.15,2982,PDD,17.440385799302277,call,0.04481891600153609,"August 28, 2020",87.23999786376953,0.04906202337385203,0.977523766087539
72,80.0,0.19,415,PDD,8.825519574673756,put,0.08081153182486918,"August 28, 2020",87.23999786376953,0.04906202337385203,0.022476233912460983
73,39.0,0.1,3371,PFE,12.163088580191234,call,0.017964075900260154,"August 28, 2020",38.40999984741211,-0.011071064690728476,0.35622952552044806
74,37.5,0.08,7615,PFE,13.732597561855298,put,0.02160895211427685,"August 28, 2020",38.40999984741211,-0.011071064690728476,0.6437704744795519
75,65.0,1.15,1044,RCL,14.603482729089352,call,0.03246449687971227,"August 28, 2020",64.06999969482422,-0.005587463994657582,0.8846479755369708
76,60.0,0.31,505,RCL,8.206249999999999,put,0.058685807909063616,"August 28, 2020",64.06999969482422,-0.005587463994657582,0.11535202446302917
77,82.0,1.42,13515,SBUX,9.029138687131697,call,0.008462267516525148,"August 28, 2020",82.72000122070312,0.05134724479795524,0.9418705489324799
78,81.0,0.39,3037,SBUX,9.48750411048997,put,0.016078351076840323,"August 28, 2020",82.72000122070312,0.05134724479795524,0.05812945106752004
79,21.5,0.25,4309,SNAP,11.178866919085682,call,0.02982950453279759,"August 28, 2020",21.1200008392334,0.011978957318322828,0.7691840829412143
80,20.5,0.14,2309,SNAP,14.552521008403362,put,0.022727311560600354,"August 28, 2020",21.1200008392334,0.011978957318322828,0.23081591705878576
81,270.0,4.2,555,SPOT,9.838839645447221,call,0.02050689459424645,"August 28, 2020",268.69000244140625,-0.0016348885616384106,0.8743927827897294
82,260.0,1.85,181,SPOT,8.305627705627705,put,0.02545685503463369,"August 28, 2020",268.69000244140625,-0.0016348885616384106,0.12560721721027066
83,175.0,1.65,350,TEAM,11.11111111111111,call,0.023523980232092064,"August 28, 2020",172.58999633789062,0.0216657570466502,0.7649209250576174
84,167.5,0.87,204,TEAM,9.087557603686637,put,0.02445099036695536,"August 28, 2020",172.58999633789062,0.0216657570466502,0.23507907494238256
85,15.0,1.05,968,TME,6.684505826499784,call,0.024250154553664034,"September 18, 2020",15.670000076293945,0.027540988609439036,0.8639037160439262
86,13.0,0.04,4003,TME,7.776590577950461,put,0.16783663455577705,"September 18, 2020",15.670000076293945,0.027540988609439036,0.13609628395607384
87,2000.0,69.02,14544,TSLA,17.79482377617139,call,0.022576549147126472,"August 28, 2020",2023.3399658203125,0.004537764780216689,0.5126477559830973
88,2100.0,28.65,14683,TSLA,17.964892567761588,call,0.05204762222792959,"August 28, 2020",2023.3399658203125,0.004537764780216689,0.21483234298478815
89,2200.0,12.4,9318,TSLA,11.400726618974494,call,0.0934395788020912,"August 28, 2020",2023.3399658203125,0.004537764780216689,0.05900714892104325
90,2500.0,2.47,9159,TSLA,11.206187497659087,call,0.2368015470822947,"August 28, 2020",2023.3399658203125,0.004537764780216689,0.011553278757300759
91,1800.0,5.2,4634,TSLA,12.061458374832343,put,0.10781182080386235,"August 28, 2020",2023.3399658203125,0.004537764780216689,0.01230607656807666
92,1900.0,15.2,6763,TSLA,17.602857787870338,put,0.05344626590048591,"August 28, 2020",2023.3399658203125,0.004537764780216689,0.05249805520295297
93,2000.0,44.45,6042,TSLA,15.726226046771044,put,-0.0104332611109814,"August 28, 2020",2023.3399658203125,0.004537764780216689,0.13715534158274076
94,80.0,1.1,1470,TSM,12.39098719403469,call,0.013243366720989334,"August 28, 2020",80.04000091552734,0.014448680805162713,0.5840328243061677
95,82.0,0.37,2233,TSM,18.82249959474793,call,0.029110433006262662,"August 28, 2020",80.04000091552734,0.014448680805162713,0.29841296213357993
96,78.0,0.35,262,TSM,13.235051546391752,put,0.021114453975468312,"August 28, 2020",80.04000091552734,0.014448680805162713,0.033120476183596516
97,80.0,0.97,241,TSM,12.17422680412371,put,-0.011619178833520493,"August 28, 2020",80.04000091552734,0.014448680805162713,0.08443373737665602
98,40.0,0.94,6886,TWTR,10.568831168831169,call,0.00961777485270606,"August 28, 2020",40.54999923706055,0.0014818285270571717,0.9343310555473759
99,40.0,0.43,1058,TWTR,7.987224157955866,put,0.002959290735346647,"August 28, 2020",40.54999923706055,0.0014818285270571717,0.06566894445262408
100,36.0,0.64,7151,UAL,10.661063129755297,call,0.04031796507894973,"August 28, 2020",35.220001220703125,-0.03028631000266727,0.5832462494456367
101,35.0,0.83,3940,UAL,10.25052996723839,put,-0.017319669453569005,"August 28, 2020",35.220001220703125,-0.03028631000266727,0.41675375055436326
102,32.0,0.19,5220,UBER,11.839103462077246,call,0.032061540520027916,"August 28, 2020",31.190000534057617,0.004832491432268622,0.7725261714855434
103,30.0,0.14,2086,UBER,10.911672395755492,put,0.03366465264760349,"August 28, 2020",31.190000534057617,0.004832491432268622,0.22747382851445663
104,40.0,0.05,20,WB,3.561643835616439,call,0.11622070255706968,"August 28, 2020",35.880001068115234,0.03133087289782223,0.1724137931034483
105,34.5,0.3,16,WB,3.377777777777778,put,0.030100363321197816,"August 28, 2020",35.880001068115234,0.03133087289782223,0.8275862068965517
106,30.0,0.15,7999,WORK,19.0565812983919,call,0.055302776410670204,"August 28, 2020",28.56999969482422,0.009897479491842333,0.9917181184755387
107,25.0,0.01,1002,WORK,11.979174701118396,put,0.12460622096083374,"August 28, 2020",28.56999969482422,0.009897479491842333,0.008281881524461306
108,103.0,1.4,178,XLNX,10.710601719197706,call,0.009768842405590448,"August 28, 2020",103.38999938964844,0.008978231576543755,0.6402713188253129
109,105.0,0.54,220,XLNX,13.2378223495702,call,0.02079505390312276,"August 28, 2020",103.38999938964844,0.008978231576543755,0.3052336784769148
110,97.0,0.21,101,XLNX,7.2286282306163026,put,0.05977366695165286,"August 28, 2020",103.38999938964844,0.008978231576543755,0.05449500269777242
111,290.0,6.4,16489,ZM,21.207017659570962,call,0.02052058087210664,"August 28, 2020",290.44000244140625,0.028907476411386843,0.6738227213142178
112,300.0,2.85,16101,ZM,20.707998746846506,call,0.042728265577319645,"August 28, 2020",290.44000244140625,0.028907476411386843,0.2930009775670393
113,280.0,2.35,2211,ZM,10.61184343946461,put,0.0278542982144422,"August 28, 2020",290.44000244140625,0.028907476411386843,0.033176301118742785
114,9.5,0.03,1135,ZNGA,13.13404050144648,call,0.03812632714476977,"August 28, 2020",9.180000305175781,-0.004338361694600801,0.7765108323831243
115,9.0,0.07,140,ZNGA,7.647058823529412,put,0.0119826036513051,"August 28, 2020",9.180000305175781,-0.004338361694600801,0.22348916761687576
116,81.5,0.45,17,HAS,4.604166666666666,call,0.032375949048944745,"August 28, 2020",79.37999725341797,-0.007005288298499237,0.5604395604395604
117,77.5,0.3,20,HAS,8.656716417910449,put,0.019904224087762067,"August 28, 2020",79.37999725341797,-0.007005288298499237,0.43956043956043955
118,70.0,3.1,3062,SPG,5.104642215952809,call,0.0648215349630193,"September 18, 2020",68.6500015258789,0.002189803297502281,0.9518375532714967
119,55.0,0.3,1601,SPG,4.852646304499884,put,0.1944646937967856,"September 18, 2020",68.6500015258789,0.002189803297502281,0.04816244672850338
120,30.0,0.58,384,CAKE,5.5296,call,0.1189169442139256,"September 18, 2020",27.329999923706055,0.002567862204917576,0.9015544041450777
121,22.5,0.32,76,CAKE,2.8449197860962565,put,0.1650201220745002,"September 18, 2020",27.329999923706055,0.002567862204917576,0.0984455958549223
122,47.0,0.13,454,DOW,12.15653964984552,call,0.033779334114011725,"August 28, 2020",45.59000015258789,-0.011491757315960686,0.6941896024464831
123,43.5,0.2,130,DOW,6.220095693779904,put,0.04145646295815171,"August 28, 2020",45.59000015258789,-0.011491757315960686,0.3058103975535168
124,82.0,1.42,13515,SBUX,9.029138687131697,call,0.008462267516525148,"August 28, 2020",82.72000122070312,0.05134724479795524,0.9418705489324799
125,81.0,0.39,3037,SBUX,9.48750411048997,put,0.016078351076840323,"August 28, 2020",82.72000122070312,0.05134724479795524,0.05812945106752004
126,65.0,1.15,1044,RCL,10.215264187866927,call,0.03246449687971227,"August 28, 2020",64.06999969482422,-0.005587463994657582,0.686312058764684
127,70.0,0.2,1961,RCL,19.187866927592953,call,0.09567660893357216,"August 28, 2020",64.06999969482422,-0.005587463994657582,0.22419755909337757
128,60.0,0.31,505,RCL,9.13861744480637,put,0.058685807909063616,"August 28, 2020",64.06999969482422,-0.005587463994657582,0.08949038214193844
129,85.0,0.13,60,IRBT,9.86013986013986,call,0.14145880812451722,"August 28, 2020",74.58000183105469,0.0009394957865344569,0.6446280991735537
130,60.0,0.1,43,IRBT,6.968379446640316,put,0.1941539484519736,"August 28, 2020",74.58000183105469,0.0009394957865344569,0.3553719008264462
131,103.0,1.4,178,XLNX,10.710601719197706,call,0.009768842405590448,"August 28, 2020",103.38999938964844,0.008978231576543755,0.6402713188253129
132,105.0,0.54,220,XLNX,13.2378223495702,call,0.02079505390312276,"August 28, 2020",103.38999938964844,0.008978231576543755,0.3052336784769148
133,97.0,0.21,101,XLNX,7.2286282306163026,put,0.05977366695165286,"August 28, 2020",103.38999938964844,0.008978231576543755,0.05449500269777242
134,5.5,0.06,2991,GME,8.35280428205725,call,0.11646585917773158,"August 28, 2020",4.980000019073486,0.02258727291036678,0.9623552123552123
135,4.5,0.03,234,GME,6.530232558139534,put,0.09036144926706394,"August 28, 2020",4.980000019073486,0.02258727291036678,0.037644787644787646
136,175.0,1.1,210,TTWO,10.181818181818182,call,0.017801385108561635,"August 28, 2020",173.02000427246094,0.002723872920666045,0.13604240282685515
137,175.0,3.0,489,TTWO,21.047345767575322,put,-0.0287827742721407,"August 28, 2020",173.02000427246094,0.002723872920666045,0.8639575971731449
138,5.0,0.07,868,NOK,6.944,call,0.005952388566277489,"August 28, 2020",5.039999961853027,0.0019880639866853072,0.8945818610129564
139,5.0,0.04,179,NOK,8.869369369369368,put,-7.568843838454592e-09,"August 28, 2020",5.039999961853027,0.0019880639866853072,0.10541813898704358
