,Strike,Last Price,Volume,Symbol,Volume_Ratio,Type,Margin,Option_Expiration_Date,Current Price,Percentage,Prob
55,6.5,0.07,9407,GE,13.190122559202326,call,0.013888885904568592,"August 28, 2020",6.480000019073486,-0.016691954617073373,0.5400779167521017
56,7.0,0.02,8433,GE,11.824418363107602,call,0.08333333014460742,"August 28, 2020",6.480000019073486,-0.016691954617073373,0.13833094115234776
57,6.5,0.1,3921,GE,7.673189823874756,put,-0.018518515520571145,"August 28, 2020",6.480000019073486,-0.016691954617073373,0.32159114209555056
58,66.0,0.34,3126,GILD,22.721692779841703,call,0.011280511327615914,"August 28, 2020",65.5999984741211,-0.006813043540937221,0.8834912718204488
59,65.0,0.24,584,GILD,15.874105865522173,put,0.005487781745347319,"August 28, 2020",65.5999984741211,-0.006813043540937221,0.1165087281795511
60,5.5,0.03,4636,GME,8.614431712604523,call,0.08219175254634306,"August 28, 2020",5.110000133514404,0.026104444480803988,0.9440032579922623
61,4.5,0.03,275,GME,7.399103139013453,put,0.11350295858319459,"August 28, 2020",5.110000133514404,0.026104444480803988,0.055996742007737736
62,1650.0,20.13,1860,GOOG,20.105003088326125,call,0.010742078132594231,"August 28, 2020",1652.3800048828125,0.02745893278457703,0.7752214368237326
63,1700.0,5.5,1352,GOOG,14.61395923409512,call,0.0321475659111203,"August 28, 2020",1652.3800048828125,0.02745893278457703,0.15396018899255046
64,1620.0,6.8,503,GOOG,9.742467718794837,put,0.01548070347451744,"August 28, 2020",1652.3800048828125,0.02745893278457703,0.070818374183717
65,1.5,0.02,410,HTZ,6.1063829787234045,call,0.04827582759607817,"August 28, 2020",1.4500000476837158,0.013986047331269848,0.7192982456140351
66,1.5,0.05,64,HTZ,5.333333333333333,put,-0.06896548208810602,"August 28, 2020",1.4500000476837158,0.013986047331269848,0.28070175438596495
67,13.0,0.35,2384,INO,15.960094512995537,call,0.048703886885981276,"August 28, 2020",12.729999542236328,0.008716287023480896,0.46632761415078516
68,11.0,0.06,2175,INO,10.178731454744598,put,0.13118614314914206,"August 28, 2020",12.729999542236328,0.008716287023480896,0.07293354943273905
69,12.0,0.2,4122,INO,19.29045106044011,put,0.04163390112292346,"August 28, 2020",12.729999542236328,0.008716287023480896,0.4607388364164757
70,50.0,0.18,9061,INTC,22.10299498577043,call,0.012714445461953681,"August 28, 2020",49.54999923706055,0.0024276600659629203,0.6130996684484742
71,49.0,0.18,1748,INTC,13.230151374729688,put,0.007467189561202027,"August 28, 2020",49.54999923706055,0.0024276600659629203,0.118275932065769
72,49.5,0.36,1985,INTC,15.023941921532282,put,-0.006256322254543858,"August 28, 2020",49.54999923706055,0.0024276600659629203,0.26862439948575684
73,80.0,1.32,11756,JD,17.249799911071587,call,0.011694485925626889,"August 28, 2020",80.37999725341797,0.017854846820539064,0.8554611592280632
74,80.0,0.97,2703,JD,15.575170246202202,put,-0.007340168782562912,"August 28, 2020",80.37999725341797,0.017854846820539064,0.14453884077193666
75,15.0,0.28,2851,JWN,4.901994497936726,call,0.04016340615860684,"August 28, 2020",14.6899995803833,-0.054697581699916245,0.588710747946135
76,14.0,0.15,3718,JWN,6.422424623115578,put,0.036759672961761296,"August 28, 2020",14.6899995803833,-0.054697581699916245,0.4112892520538651
77,45.0,0.8,2600,KC,5.114083398898505,call,0.28399221617773934,"September 18, 2020",35.66999816894531,0.04665487584933434,0.9692451071761417
78,35.0,2.0,33,KC,2.357142857142857,put,-0.037286288178523135,"September 18, 2020",35.66999816894531,0.04665487584933434,0.03075489282385834
79,400.0,1.25,322,LMT,10.796844181459566,call,0.014692488171968991,"August 28, 2020",395.44000244140625,0.0015196090603947802,0.8663366336633663
80,395.0,2.3,27,LMT,7.03125,put,-0.004703615079684186,"August 28, 2020",395.44000244140625,0.0015196090603947802,0.13366336633663364
81,7.0,0.03,5782,M,13.263068936375708,call,0.08153846153846157,"August 28, 2020",6.5,-0.010654490106544944,0.9147769222655838
82,5.5,0.02,808,M,5.586010573403822,put,0.15076923076923077,"August 28, 2020",6.5,-0.010654490106544944,0.08522307773441622
83,85.0,0.81,1459,MRK,11.079259610821072,call,0.0031564073133374016,"August 28, 2020",85.54000091552734,-0.0016339762426781403,0.8086255029148536
84,87.0,0.09,1801,MRK,13.676317038443285,call,0.018120166797792277,"August 28, 2020",85.54000091552734,-0.0016339762426781403,0.11090812053534774
85,85.0,0.42,280,MRK,15.365853658536587,put,0.0014028631545824665,"August 28, 2020",85.54000091552734,-0.0016339762426781403,0.08046637654979882
86,70.0,2.21,28905,MRNA,22.35523191215878,call,0.024255319148936083,"August 28, 2020",70.5,0.06415094339622641,0.9888379661470318
87,65.0,0.36,2003,MRNA,11.50219829519964,put,0.07290780141843971,"August 28, 2020",70.5,0.06415094339622641,0.011162033852968207
88,220.0,2.76,75218,MSFT,15.992345921811465,call,0.007280154410807833,"August 28, 2020",221.14999389648438,0.021619595770704377,0.9379298754000063
89,215.0,0.49,28038,MSFT,16.232953498776283,put,0.025593461689778288,"August 28, 2020",221.14999389648438,0.021619595770704377,0.06207012459999377
90,510.0,38.15,17433,NFLX,8.741988003985647,call,0.0011323044763793665,"August 28, 2020",547.530029296875,0.1160871403173285,0.9911177486762126
91,500.0,0.75,7947,NFLX,6.860539946633182,put,0.08543828976275292,"August 28, 2020",547.530029296875,0.1160871403173285,0.0088822513237874
92,20.0,1.13,128587,NIO,11.938006146776038,call,0.03375731154178241,"August 28, 2020",20.440000534057617,0.14573994024986645,0.9421042472632105
93,19.0,0.34,26263,NIO,8.02976159404619,put,0.05381607168868562,"August 28, 2020",20.440000534057617,0.14573994024986645,0.057895752736789395
94,112.0,0.59,954,NKE,14.747147589252853,call,0.009504180330896719,"August 28, 2020",111.52999877929688,0.00017934516453116208,0.5657225561340382
95,110.0,0.44,982,NKE,24.152369526094784,put,0.009773144366780085,"August 28, 2020",111.52999877929688,0.00017934516453116208,0.43427744386596173
96,40.0,0.64,3314,NKLA,25.100704075101344,call,0.04688305820410499,"August 28, 2020",38.81999969482422,-0.009188369197952552,0.8548121876511366
97,37.5,0.57,632,NKLA,10.618078561287268,put,0.019319930466774694,"August 28, 2020",38.81999969482422,-0.009188369197952552,0.14518781234886344
98,470.0,44.1,305,NTES,18.839732888146912,call,0.00017507486754208523,"August 28, 2020",514.010009765625,0.0026137861892153646,0.9945100648810514
99,457.5,0.45,165,NTES,19.88599348534202,put,0.10906404291851608,"August 28, 2020",514.010009765625,0.0026137861892153646,0.0054899351189485945
100,120.0,2.36,1365,NVAX,17.525849335302805,call,0.06752745653418486,"August 28, 2020",114.62000274658203,0.01334986072479915,0.7889786921381338
101,102.0,1.2,718,NVAX,17.346638655462186,put,0.09963359337750999,"August 28, 2020",114.62000274658203,0.01334986072479915,0.2110213078618663
102,510.0,6.45,6812,NVDA,15.152253450856477,call,0.010823585741269546,"August 28, 2020",510.9200134277344,0.0018039478975183823,0.28805901769864856
103,515.0,4.52,8167,NVDA,18.16624397139531,call,0.016832354079396438,"August 28, 2020",510.9200134277344,0.0018039478975183823,0.2420182475272269
104,520.0,2.97,7971,NVDA,17.730271910859805,call,0.023584878759050663,"August 28, 2020",510.9200134277344,0.0018039478975183823,0.1552088138425466
105,525.0,1.95,4512,NVDA,10.036254781307168,call,0.03137474780978214,"August 28, 2020",510.9200134277344,0.0018039478975183823,0.0576833964076115
106,530.0,1.3,4606,NVDA,10.2453434225844,call,0.03988880066673718,"August 28, 2020",510.9200134277344,0.0018039478975183823,0.039256755888513385
107,490.0,0.79,3121,NVDA,14.639279770010592,put,0.039399539847114654,"August 28, 2020",510.9200134277344,0.0018039478975183823,0.016164712373686448
108,500.0,2.25,3289,NVDA,15.427296111363292,put,0.016969414389480908,"August 28, 2020",510.9200134277344,0.0018039478975183823,0.04851695243060409
109,505.0,3.77,2283,NVDA,10.708579210167953,put,0.004208121371699756,"August 28, 2020",510.9200134277344,0.0018039478975183823,0.05642796433154158
110,510.0,5.95,2478,NVDA,11.623241034952338,put,-0.00984495897610219,"August 28, 2020",510.9200134277344,0.0018039478975183823,0.09666413949962092
111,58.0,0.32,5999,ORCL,11.026849602835947,call,0.014437263825025838,"August 28, 2020",57.4900016784668,0.024959915822192785,0.6784544211147592
112,57.0,0.33,2757,ORCL,19.44182262001627,put,0.0027831218263249134,"August 28, 2020",57.4900016784668,0.024959915822192785,0.3215455788852408
113,90.0,1.52,1522,PDD,21.78237164925034,call,0.025434173669467743,"August 28, 2020",89.25,0.023039889958734586,0.9886326729457616
114,75.0,0.05,532,PDD,13.910212136161816,put,0.15910364145658262,"August 28, 2020",89.25,0.023039889958734586,0.01136732705423839
115,38.0,0.26,2590,PFE,14.103461688059122,call,0.005519074038112233,"August 28, 2020",38.04999923706055,-0.009372579092409522,0.7491795071480225
116,37.5,0.09,2505,PFE,14.2706002034588,put,0.01208933630181284,"August 28, 2020",38.04999923706055,-0.009372579092409522,0.25082049285197755
117,2.5,0.1,9,PXLW,1.8,call,0.10169496422559372,"September 18, 2020",2.359999895095825,-0.006315833643863076,0.8571428571428571
118,2.5,0.15,1,PXLW,1.0,put,-0.12288140584531665,"September 18, 2020",2.359999895095825,-0.006315833643863076,0.14285714285714285
119,65.0,0.54,443,RCL,8.896311475409837,call,0.042966260993889,"August 28, 2020",62.84000015258789,-0.019197750076667748,0.45043213014743266
120,63.0,1.41,207,RCL,4.485,put,-0.024984084080201155,"August 28, 2020",62.84000015258789,-0.019197750076667748,0.5495678698525673
121,61.5,0.34,309,RTX,7.091803278688525,call,0.0176073643932256,"August 28, 2020",60.77000045776367,-0.0029532328504730263,0.577570093457944
122,60.0,0.34,226,RTX,7.525954946131243,put,0.007075867278667054,"August 28, 2020",60.77000045776367,-0.0029532328504730263,0.4224299065420561
123,83.0,0.42,2069,SBUX,7.1885077951002225,call,0.01225574921743396,"August 28, 2020",82.41000366210938,-0.0037475379338808494,0.7333783441640644
124,81.0,0.22,1436,SBUX,14.144116122343183,put,0.014440038942220278,"August 28, 2020",82.41000366210938,-0.0037475379338808494,0.2666216558359355
125,22.0,0.15,4395,SNAP,10.464285714285714,call,0.03698498909525235,"August 28, 2020",21.360000610351562,0.011363665262858026,0.7643744130230616
126,21.0,0.18,1129,SNAP,11.839207690066996,put,0.008426994625848932,"August 28, 2020",21.360000610351562,0.011363665262858026,0.2356255869769383
127,280.0,3.63,884,SPOT,10.000685635927322,call,0.019188584897456472,"August 28, 2020",278.2900085449219,0.035728938720912116,0.9175499746945475
128,265.0,0.79,365,SPOT,10.219228737453776,put,0.0449172020593909,"August 28, 2020",278.2900085449219,0.035728938720912116,0.08245002530545255
129,182.5,3.1,848,TEAM,11.146316153580075,call,0.01448484884373904,"August 28, 2020",182.9499969482422,0.06002663507875418,0.88095038622007
130,180.0,1.45,245,TEAM,7.731229597388466,put,0.008198944920816516,"August 28, 2020",182.9499969482422,0.06002663507875418,0.11904961377992995
131,16.0,0.62,990,TME,6.723259762308999,call,0.041353380969644235,"September 18, 2020",15.960000038146973,0.0185067031363735,0.9950071326676176
132,14.0,0.11,28,TME,2.823529411764706,put,0.1159147890805247,"September 18, 2020",15.960000038146973,0.0185067031363735,0.004992867332382312
133,2100.0,75.87,26192,TSLA,15.881158102167651,call,0.010542632002416445,"August 28, 2020",2153.169921875,0.06416614205966377,0.4358843165042907
134,2150.0,47.72,22330,TSLA,13.539487645899651,call,0.02069046092108011,"August 28, 2020",2153.169921875,0.06416614205966377,0.2337338727317019
135,2200.0,28.9,34416,TSLA,20.867667121418826,call,0.03517143600958983,"August 28, 2020",2153.169921875,0.06416614205966377,0.21816784040814657
136,2300.0,10.42,17725,TSLA,10.747309383052903,call,0.07303189429102988,"August 28, 2020",2153.169921875,0.06416614205966377,0.04051225892385133
137,2500.0,1.99,23582,TSLA,14.298620585114445,call,0.16200304238935498,"August 28, 2020",2153.169921875,0.06416614205966377,0.01029357441063541
138,1900.0,1.9,8834,TSLA,11.768659303313509,put,0.1166976741232721,"August 28, 2020",2153.169921875,0.06416614205966377,0.003681658420436315
139,2000.0,5.7,11275,TSLA,15.02056074766355,put,0.06848968136550126,"August 28, 2020",2153.169921875,0.06416614205966377,0.01409690922246529
140,2100.0,23.75,8375,TSLA,11.157179269328802,put,0.013663539312949748,"August 28, 2020",2153.169921875,0.06416614205966377,0.04362956937847258
141,82.0,0.88,3708,TSM,21.52204487107936,call,0.013822629969418904,"August 28, 2020",81.75,0.02136431784107938,0.9569818049575919
142,80.0,0.38,386,TSM,12.20258064516129,put,0.016758409785932724,"August 28, 2020",81.75,0.02136431784107938,0.043018195042408176
143,41.0,0.6,20788,TWTR,10.673284271778195,call,0.012658182710990486,"August 28, 2020",41.08000183105469,0.013070328755972636,0.9619509260651774
144,40.5,0.33,1495,TWTR,8.512921594393342,put,0.006085730767073555,"August 28, 2020",41.08000183105469,0.013070328755972636,0.0380490739348226
145,35.0,0.44,4497,UAL,8.705226620385822,call,0.03474452554744519,"August 28, 2020",34.25,-0.027541169789892076,0.6140392254220457
146,34.0,0.62,2006,UAL,8.586239695624604,put,-0.010802919708029197,"August 28, 2020",34.25,-0.027541169789892076,0.3859607745779543
147,32.0,0.66,8412,UBER,9.187536138772888,call,0.011145534719591885,"August 28, 2020",32.29999923706055,0.035588305131790496,0.9425114080834419
148,32.0,0.34,996,UBER,5.5775999999999994,put,-0.0012384137425476116,"August 28, 2020",32.29999923706055,0.035588305131790496,0.05748859191655802
149,35.0,1.4,117,WB,10.825622775800712,call,0.005524840686337749,"August 28, 2020",36.20000076293945,0.008918638877911108,0.9495652173913044
150,35.0,0.3,29,WB,4.443548387096774,put,0.024861899004732856,"August 28, 2020",36.20000076293945,0.008918638877911108,0.050434782608695654
151,30.0,0.65,8410,WORK,10.470540847339704,call,0.013893498647820357,"August 28, 2020",30.229999542236328,0.05810288912272761,0.8792005892968003
152,30.5,0.66,1138,WORK,5.9073044123099745,put,-0.030764157189758036,"August 28, 2020",30.229999542236328,0.05810288912272761,0.12079941070319965
153,105.0,0.98,227,XLNX,7.840460526315789,call,0.009525591646881612,"August 28, 2020",104.9800033569336,0.015378695782315438,0.9129560471128986
154,97.0,0.21,101,XLNX,5.585253456221198,put,0.07401412753355956,"August 28, 2020",104.9800033569336,0.015378695782315438,0.0870439528871014
155,300.0,3.3,22604,ZM,27.011967154343857,call,0.027195486453438122,"August 28, 2020",295.2699890136719,0.016629902953008806,0.8401923382341511
156,310.0,1.32,9155,ZM,10.940300800655548,call,0.05435706838999122,"August 28, 2020",295.2699890136719,0.016629902953008806,0.13611680864508324
157,280.0,0.9,2337,ZM,9.104379365932296,put,0.04866728603768296,"August 28, 2020",295.2699890136719,0.016629902953008806,0.02369085312076557
158,10.0,0.01,1265,ZNGA,15.585215605749486,call,0.09398911664740207,"August 28, 2020",9.149999618530273,-0.003268015410645564,0.5335301560522986
159,9.0,0.07,158,ZNGA,9.00877192982456,put,0.008743128072733563,"August 28, 2020",9.149999618530273,-0.003268015410645564,0.4664698439477014
160,81.0,0.2,38,HAS,6.175,call,0.022026470975170173,"August 28, 2020",79.44999694824219,0.0008817957702468135,0.5588235294117647
161,77.5,0.3,20,HAS,8.923076923076923,put,0.020767740863691667,"August 28, 2020",79.44999694824219,0.0008817957702468135,0.4411764705882352
162,70.0,2.08,2002,SPG,5.7912772585669785,call,0.08701557312391212,"September 18, 2020",66.30999755859375,-0.03408597875318653,0.7442299374827979
163,60.0,1.1,1301,SPG,4.860057471264368,put,0.07857031745461943,"September 18, 2020",66.30999755859375,-0.03408597875318653,0.2557700625172021
164,25.0,2.66,138,CAKE,3.857142857142857,call,0.02104096877820275,"September 18, 2020",27.09000015258789,-0.008781553143509245,0.8795916900294731
165,25.0,0.75,67,CAKE,3.448529411764706,put,0.049464752493177125,"September 18, 2020",27.09000015258789,-0.008781553143509245,0.12040830997052691
166,45.5,0.84,243,DOW,7.147058823529412,call,-3.2927899592566897e-09,"August 28, 2020",46.34000015258789,0.01645097943820766,0.9112093210124549
167,44.5,0.17,117,DOW,6.9781312127236585,put,0.03603798332086601,"August 28, 2020",46.34000015258789,0.01645097943820766,0.08879067898754521
168,83.0,0.42,2069,SBUX,7.1885077951002225,call,0.01225574921743396,"August 28, 2020",82.41000366210938,-0.0037475379338808494,0.7333783441640644
169,81.0,0.22,1436,SBUX,14.144116122343183,put,0.014440038942220278,"August 28, 2020",82.41000366210938,-0.0037475379338808494,0.2666216558359355
170,65.0,0.54,443,RCL,8.81831342743395,call,0.042966260993889,"August 28, 2020",62.84000015258789,-0.019197750076667748,0.8841008204597531
171,58.0,0.14,224,RCL,5.002233139794551,put,0.0747931276444202,"August 28, 2020",62.84000015258789,-0.019197750076667748,0.11589917954024687
172,80.0,0.2,52,IRBT,7.56656346749226,call,0.04891447763941784,"August 28, 2020",76.45999908447266,0.02520781824178946,0.7074829931972789
173,60.0,0.1,43,IRBT,9.134715025906736,put,0.21396807847719437,"August 28, 2020",76.45999908447266,0.02520781824178946,0.2925170068027211
174,105.0,0.98,227,XLNX,7.840460526315789,call,0.009525591646881612,"August 28, 2020",104.9800033569336,0.015378695782315438,0.9129560471128986
175,97.0,0.21,101,XLNX,5.585253456221198,put,0.07401412753355956,"August 28, 2020",104.9800033569336,0.015378695782315438,0.0870439528871014
176,5.5,0.03,4636,GME,8.614431712604523,call,0.08219175254634306,"August 28, 2020",5.110000133514404,0.026104444480803988,0.9440032579922623
177,4.5,0.03,275,GME,7.399103139013453,put,0.11350295858319459,"August 28, 2020",5.110000133514404,0.026104444480803988,0.055996742007737736
178,177.5,0.98,203,TTWO,10.991539763113368,call,0.017617883694079794,"August 28, 2020",175.38999938964844,0.013697834872548996,0.48597811217510256
179,175.0,1.67,126,TTWO,12.642140468227424,put,-0.007298025057334645,"August 28, 2020",175.38999938964844,0.013697834872548996,0.5140218878248973
180,5.0,0.06,992,NOK,9.654501216545013,call,0.0019801601757328214,"August 28, 2020",5.050000190734863,0.001984164828345882,0.9635745507527926
181,5.0,0.03,75,NOK,7.051282051282051,put,0.003960433659301091,"August 28, 2020",5.050000190734863,0.001984164828345882,0.036425449247207385
